2026-08-18 18:56:30,879 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=GET_S3_SECRET {"Transaction":"1","S3GetSecretUser":"testuser/s3g@EXAMPLE.COM"} | ret=SUCCESS |  
2026-08-18 18:59:39,113 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=ALLOCATE_KEY {"volume":"s3v","bucket":"obs-bucket","key":"test/","dataSize":"0","replicationType":"NONE","Transaction":"1816"} | ret=SUCCESS |  
2026-08-18 18:59:39,240 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"s3v","bucket":"obs-bucket","key":"test/","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","ETag":"d41d8cd98f00b204e9800998ecf8427e","Transaction":"1817"} | ret=SUCCESS |  
2026-08-18 18:59:39,282 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=ALLOCATE_KEY {"volume":"s3v","bucket":"obs-bucket","key":"test/vectored_file.txt","dataSize":"131072","replicationType":"NONE","Transaction":"1818"} | ret=SUCCESS |  
2026-08-18 18:59:39,423 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"s3v","bucket":"obs-bucket","key":"test/vectored_file.txt","dataSize":"131072","replicationType":"RATIS","replicationFactor":"THREE","ETag":"77910e2577fdd34ab9761d28b75adb5a","Transaction":"1819"} | ret=SUCCESS |  
2026-08-18 18:59:39,441 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=DELETE_KEY {"volume":"s3v","bucket":"obs-bucket","key":"test/vectored_file.txt","dataSize":"131072","replicationConfig":"RATIS/THREE","Transaction":"1820"} | ret=SUCCESS |  
2026-08-18 18:59:39,529 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=DELETE_KEY {"volume":"s3v","bucket":"obs-bucket","key":"test/","dataSize":"0","replicationConfig":"RATIS/THREE","Transaction":"1821"} | ret=SUCCESS |  
2026-08-18 18:59:39,534 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=ALLOCATE_KEY {"volume":"s3v","bucket":"obs-bucket","key":"test/","dataSize":"0","replicationType":"NONE","Transaction":"1822"} | ret=SUCCESS |  
2026-08-18 18:59:39,564 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"s3v","bucket":"obs-bucket","key":"test/","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","ETag":"d41d8cd98f00b204e9800998ecf8427e","Transaction":"1823"} | ret=SUCCESS |  
2026-08-18 18:59:39,594 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=ALLOCATE_KEY {"volume":"s3v","bucket":"obs-bucket","key":"test/vectored_file.txt","dataSize":"131072","replicationType":"NONE","Transaction":"1824"} | ret=SUCCESS |  
2026-08-18 18:59:39,695 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"s3v","bucket":"obs-bucket","key":"test/vectored_file.txt","dataSize":"131072","replicationType":"RATIS","replicationFactor":"THREE","ETag":"77910e2577fdd34ab9761d28b75adb5a","Transaction":"1825"} | ret=SUCCESS |  
2026-08-18 18:59:39,707 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=DELETE_KEY {"volume":"s3v","bucket":"obs-bucket","key":"test/vectored_file.txt","dataSize":"131072","replicationConfig":"RATIS/THREE","Transaction":"1826"} | ret=SUCCESS |  
2026-08-18 18:59:39,797 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=DELETE_KEY {"volume":"s3v","bucket":"obs-bucket","key":"test/","dataSize":"0","replicationConfig":"RATIS/THREE","Transaction":"1827"} | ret=SUCCESS |  
2026-08-18 18:59:39,801 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=ALLOCATE_KEY {"volume":"s3v","bucket":"obs-bucket","key":"test/","dataSize":"0","replicationType":"NONE","Transaction":"1828"} | ret=SUCCESS |  
2026-08-18 18:59:39,828 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"s3v","bucket":"obs-bucket","key":"test/","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","ETag":"d41d8cd98f00b204e9800998ecf8427e","Transaction":"1829"} | ret=SUCCESS |  
2026-08-18 18:59:39,854 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=ALLOCATE_KEY {"volume":"s3v","bucket":"obs-bucket","key":"test/vectored_file.txt","dataSize":"131072","replicationType":"NONE","Transaction":"1830"} | ret=SUCCESS |  
2026-08-18 18:59:39,938 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"s3v","bucket":"obs-bucket","key":"test/vectored_file.txt","dataSize":"131072","replicationType":"RATIS","replicationFactor":"THREE","ETag":"77910e2577fdd34ab9761d28b75adb5a","Transaction":"1831"} | ret=SUCCESS |  
2026-08-18 18:59:39,949 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=DELETE_KEY {"volume":"s3v","bucket":"obs-bucket","key":"test/vectored_file.txt","dataSize":"131072","replicationConfig":"RATIS/THREE","Transaction":"1832"} | ret=SUCCESS |  
2026-08-18 18:59:40,028 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=DELETE_KEY {"volume":"s3v","bucket":"obs-bucket","key":"test/","dataSize":"0","replicationConfig":"RATIS/THREE","Transaction":"1833"} | ret=SUCCESS |  
2026-08-18 18:59:40,033 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=ALLOCATE_KEY {"volume":"s3v","bucket":"obs-bucket","key":"test/","dataSize":"0","replicationType":"NONE","Transaction":"1834"} | ret=SUCCESS |  
2026-08-18 18:59:40,068 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"s3v","bucket":"obs-bucket","key":"test/","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","ETag":"d41d8cd98f00b204e9800998ecf8427e","Transaction":"1835"} | ret=SUCCESS |  
2026-08-18 18:59:40,101 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=ALLOCATE_KEY {"volume":"s3v","bucket":"obs-bucket","key":"test/vectored_file.txt","dataSize":"131072","replicationType":"NONE","Transaction":"1836"} | ret=SUCCESS |  
2026-08-18 18:59:40,177 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"s3v","bucket":"obs-bucket","key":"test/vectored_file.txt","dataSize":"131072","replicationType":"RATIS","replicationFactor":"THREE","ETag":"77910e2577fdd34ab9761d28b75adb5a","Transaction":"1837"} | ret=SUCCESS |  
2026-08-18 18:59:40,188 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=DELETE_KEY {"volume":"s3v","bucket":"obs-bucket","key":"test/vectored_file.txt","dataSize":"131072","replicationConfig":"RATIS/THREE","Transaction":"1838"} | ret=SUCCESS |  
2026-08-18 18:59:40,261 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=DELETE_KEY {"volume":"s3v","bucket":"obs-bucket","key":"test/","dataSize":"0","replicationConfig":"RATIS/THREE","Transaction":"1839"} | ret=SUCCESS |  
2026-08-18 18:59:40,267 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=ALLOCATE_KEY {"volume":"s3v","bucket":"obs-bucket","key":"test/","dataSize":"0","replicationType":"NONE","Transaction":"1840"} | ret=SUCCESS |  
2026-08-18 18:59:40,297 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"s3v","bucket":"obs-bucket","key":"test/","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","ETag":"d41d8cd98f00b204e9800998ecf8427e","Transaction":"1841"} | ret=SUCCESS |  
2026-08-18 18:59:40,344 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=ALLOCATE_KEY {"volume":"s3v","bucket":"obs-bucket","key":"test/vectored_file.txt","dataSize":"131072","replicationType":"NONE","Transaction":"1842"} | ret=SUCCESS |  
2026-08-18 18:59:40,465 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"s3v","bucket":"obs-bucket","key":"test/vectored_file.txt","dataSize":"131072","replicationType":"RATIS","replicationFactor":"THREE","ETag":"77910e2577fdd34ab9761d28b75adb5a","Transaction":"1843"} | ret=SUCCESS |  
2026-08-18 18:59:40,478 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=DELETE_KEY {"volume":"s3v","bucket":"obs-bucket","key":"test/vectored_file.txt","dataSize":"131072","replicationConfig":"RATIS/THREE","Transaction":"1844"} | ret=SUCCESS |  
2026-08-18 18:59:40,561 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=DELETE_KEY {"volume":"s3v","bucket":"obs-bucket","key":"test/","dataSize":"0","replicationConfig":"RATIS/THREE","Transaction":"1845"} | ret=SUCCESS |  
2026-08-18 18:59:40,570 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=ALLOCATE_KEY {"volume":"s3v","bucket":"obs-bucket","key":"test/","dataSize":"0","replicationType":"NONE","Transaction":"1846"} | ret=SUCCESS |  
2026-08-18 18:59:40,616 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"s3v","bucket":"obs-bucket","key":"test/","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","ETag":"d41d8cd98f00b204e9800998ecf8427e","Transaction":"1847"} | ret=SUCCESS |  
2026-08-18 18:59:40,665 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=ALLOCATE_KEY {"volume":"s3v","bucket":"obs-bucket","key":"test/vectored_file.txt","dataSize":"131072","replicationType":"NONE","Transaction":"1848"} | ret=SUCCESS |  
2026-08-18 18:59:40,739 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"s3v","bucket":"obs-bucket","key":"test/vectored_file.txt","dataSize":"131072","replicationType":"RATIS","replicationFactor":"THREE","ETag":"77910e2577fdd34ab9761d28b75adb5a","Transaction":"1849"} | ret=SUCCESS |  
2026-08-18 18:59:40,757 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=DELETE_KEY {"volume":"s3v","bucket":"obs-bucket","key":"test/vectored_file.txt","dataSize":"131072","replicationConfig":"RATIS/THREE","Transaction":"1850"} | ret=SUCCESS |  
2026-08-18 18:59:40,829 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=DELETE_KEY {"volume":"s3v","bucket":"obs-bucket","key":"test/","dataSize":"0","replicationConfig":"RATIS/THREE","Transaction":"1851"} | ret=SUCCESS |  
2026-08-18 18:59:40,833 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=ALLOCATE_KEY {"volume":"s3v","bucket":"obs-bucket","key":"test/","dataSize":"0","replicationType":"NONE","Transaction":"1852"} | ret=SUCCESS |  
2026-08-18 18:59:40,858 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"s3v","bucket":"obs-bucket","key":"test/","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","ETag":"d41d8cd98f00b204e9800998ecf8427e","Transaction":"1853"} | ret=SUCCESS |  
2026-08-18 18:59:40,895 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=ALLOCATE_KEY {"volume":"s3v","bucket":"obs-bucket","key":"test/vectored_file.txt","dataSize":"131072","replicationType":"NONE","Transaction":"1854"} | ret=SUCCESS |  
2026-08-18 18:59:41,001 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"s3v","bucket":"obs-bucket","key":"test/vectored_file.txt","dataSize":"131072","replicationType":"RATIS","replicationFactor":"THREE","ETag":"77910e2577fdd34ab9761d28b75adb5a","Transaction":"1855"} | ret=SUCCESS |  
2026-08-18 18:59:41,011 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=DELETE_KEY {"volume":"s3v","bucket":"obs-bucket","key":"test/vectored_file.txt","dataSize":"131072","replicationConfig":"RATIS/THREE","Transaction":"1856"} | ret=SUCCESS |  
2026-08-18 18:59:41,094 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=DELETE_KEY {"volume":"s3v","bucket":"obs-bucket","key":"test/","dataSize":"0","replicationConfig":"RATIS/THREE","Transaction":"1857"} | ret=SUCCESS |  
2026-08-18 18:59:41,100 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=ALLOCATE_KEY {"volume":"s3v","bucket":"obs-bucket","key":"test/","dataSize":"0","replicationType":"NONE","Transaction":"1858"} | ret=SUCCESS |  
2026-08-18 18:59:41,132 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"s3v","bucket":"obs-bucket","key":"test/","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","ETag":"d41d8cd98f00b204e9800998ecf8427e","Transaction":"1859"} | ret=SUCCESS |  
2026-08-18 18:59:41,173 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=ALLOCATE_KEY {"volume":"s3v","bucket":"obs-bucket","key":"test/vectored_file.txt","dataSize":"131072","replicationType":"NONE","Transaction":"1860"} | ret=SUCCESS |  
2026-08-18 18:59:41,241 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"s3v","bucket":"obs-bucket","key":"test/vectored_file.txt","dataSize":"131072","replicationType":"RATIS","replicationFactor":"THREE","ETag":"77910e2577fdd34ab9761d28b75adb5a","Transaction":"1861"} | ret=SUCCESS |  
2026-08-18 18:59:41,253 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=DELETE_KEY {"volume":"s3v","bucket":"obs-bucket","key":"test/vectored_file.txt","dataSize":"131072","replicationConfig":"RATIS/THREE","Transaction":"1862"} | ret=SUCCESS |  
2026-08-18 18:59:41,361 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=DELETE_KEY {"volume":"s3v","bucket":"obs-bucket","key":"test/","dataSize":"0","replicationConfig":"RATIS/THREE","Transaction":"1863"} | ret=SUCCESS |  
2026-08-18 18:59:41,366 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=ALLOCATE_KEY {"volume":"s3v","bucket":"obs-bucket","key":"test/","dataSize":"0","replicationType":"NONE","Transaction":"1864"} | ret=SUCCESS |  
2026-08-18 18:59:41,405 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"s3v","bucket":"obs-bucket","key":"test/","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","ETag":"d41d8cd98f00b204e9800998ecf8427e","Transaction":"1865"} | ret=SUCCESS |  
2026-08-18 18:59:41,439 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=ALLOCATE_KEY {"volume":"s3v","bucket":"obs-bucket","key":"test/vectored_file.txt","dataSize":"131072","replicationType":"NONE","Transaction":"1866"} | ret=SUCCESS |  
2026-08-18 18:59:41,519 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"s3v","bucket":"obs-bucket","key":"test/vectored_file.txt","dataSize":"131072","replicationType":"RATIS","replicationFactor":"THREE","ETag":"77910e2577fdd34ab9761d28b75adb5a","Transaction":"1867"} | ret=SUCCESS |  
2026-08-18 18:59:41,529 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=DELETE_KEY {"volume":"s3v","bucket":"obs-bucket","key":"test/vectored_file.txt","dataSize":"131072","replicationConfig":"RATIS/THREE","Transaction":"1868"} | ret=SUCCESS |  
2026-08-18 18:59:41,600 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=DELETE_KEY {"volume":"s3v","bucket":"obs-bucket","key":"test/","dataSize":"0","replicationConfig":"RATIS/THREE","Transaction":"1869"} | ret=SUCCESS |  
2026-08-18 18:59:41,606 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=ALLOCATE_KEY {"volume":"s3v","bucket":"obs-bucket","key":"test/","dataSize":"0","replicationType":"NONE","Transaction":"1870"} | ret=SUCCESS |  
2026-08-18 18:59:41,634 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"s3v","bucket":"obs-bucket","key":"test/","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","ETag":"d41d8cd98f00b204e9800998ecf8427e","Transaction":"1871"} | ret=SUCCESS |  
2026-08-18 18:59:41,659 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=ALLOCATE_KEY {"volume":"s3v","bucket":"obs-bucket","key":"test/vectored_file.txt","dataSize":"131072","replicationType":"NONE","Transaction":"1872"} | ret=SUCCESS |  
2026-08-18 18:59:41,718 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"s3v","bucket":"obs-bucket","key":"test/vectored_file.txt","dataSize":"131072","replicationType":"RATIS","replicationFactor":"THREE","ETag":"77910e2577fdd34ab9761d28b75adb5a","Transaction":"1873"} | ret=SUCCESS |  
2026-08-18 18:59:41,728 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=DELETE_KEY {"volume":"s3v","bucket":"obs-bucket","key":"test/vectored_file.txt","dataSize":"131072","replicationConfig":"RATIS/THREE","Transaction":"1874"} | ret=SUCCESS |  
2026-08-18 18:59:41,805 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=DELETE_KEY {"volume":"s3v","bucket":"obs-bucket","key":"test/","dataSize":"0","replicationConfig":"RATIS/THREE","Transaction":"1875"} | ret=SUCCESS |  
2026-08-18 18:59:41,816 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=ALLOCATE_KEY {"volume":"s3v","bucket":"obs-bucket","key":"test/","dataSize":"0","replicationType":"NONE","Transaction":"1876"} | ret=SUCCESS |  
2026-08-18 18:59:41,861 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"s3v","bucket":"obs-bucket","key":"test/","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","ETag":"d41d8cd98f00b204e9800998ecf8427e","Transaction":"1877"} | ret=SUCCESS |  
2026-08-18 18:59:41,904 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=ALLOCATE_KEY {"volume":"s3v","bucket":"obs-bucket","key":"test/vectored_file.txt","dataSize":"131072","replicationType":"NONE","Transaction":"1878"} | ret=SUCCESS |  
2026-08-18 18:59:41,996 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"s3v","bucket":"obs-bucket","key":"test/vectored_file.txt","dataSize":"131072","replicationType":"RATIS","replicationFactor":"THREE","ETag":"77910e2577fdd34ab9761d28b75adb5a","Transaction":"1879"} | ret=SUCCESS |  
2026-08-18 18:59:42,011 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=DELETE_KEY {"volume":"s3v","bucket":"obs-bucket","key":"test/vectored_file.txt","dataSize":"131072","replicationConfig":"RATIS/THREE","Transaction":"1880"} | ret=SUCCESS |  
2026-08-18 18:59:42,089 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=DELETE_KEY {"volume":"s3v","bucket":"obs-bucket","key":"test/","dataSize":"0","replicationConfig":"RATIS/THREE","Transaction":"1881"} | ret=SUCCESS |  
2026-08-18 18:59:42,096 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=ALLOCATE_KEY {"volume":"s3v","bucket":"obs-bucket","key":"test/","dataSize":"0","replicationType":"NONE","Transaction":"1882"} | ret=SUCCESS |  
2026-08-18 18:59:42,120 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"s3v","bucket":"obs-bucket","key":"test/","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","ETag":"d41d8cd98f00b204e9800998ecf8427e","Transaction":"1883"} | ret=SUCCESS |  
2026-08-18 18:59:42,143 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=ALLOCATE_KEY {"volume":"s3v","bucket":"obs-bucket","key":"test/vectored_file.txt","dataSize":"131072","replicationType":"NONE","Transaction":"1884"} | ret=SUCCESS |  
2026-08-18 18:59:42,241 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"s3v","bucket":"obs-bucket","key":"test/vectored_file.txt","dataSize":"131072","replicationType":"RATIS","replicationFactor":"THREE","ETag":"77910e2577fdd34ab9761d28b75adb5a","Transaction":"1885"} | ret=SUCCESS |  
2026-08-18 18:59:42,252 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=DELETE_KEY {"volume":"s3v","bucket":"obs-bucket","key":"test/vectored_file.txt","dataSize":"131072","replicationConfig":"RATIS/THREE","Transaction":"1886"} | ret=SUCCESS |  
2026-08-18 18:59:42,314 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=DELETE_KEY {"volume":"s3v","bucket":"obs-bucket","key":"test/","dataSize":"0","replicationConfig":"RATIS/THREE","Transaction":"1887"} | ret=SUCCESS |  
2026-08-18 18:59:42,326 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=ALLOCATE_KEY {"volume":"s3v","bucket":"obs-bucket","key":"test/","dataSize":"0","replicationType":"NONE","Transaction":"1888"} | ret=SUCCESS |  
2026-08-18 18:59:42,367 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"s3v","bucket":"obs-bucket","key":"test/","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","ETag":"d41d8cd98f00b204e9800998ecf8427e","Transaction":"1889"} | ret=SUCCESS |  
2026-08-18 18:59:42,397 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=ALLOCATE_KEY {"volume":"s3v","bucket":"obs-bucket","key":"test/vectored_file.txt","dataSize":"131072","replicationType":"NONE","Transaction":"1890"} | ret=SUCCESS |  
2026-08-18 18:59:42,461 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"s3v","bucket":"obs-bucket","key":"test/vectored_file.txt","dataSize":"131072","replicationType":"RATIS","replicationFactor":"THREE","ETag":"77910e2577fdd34ab9761d28b75adb5a","Transaction":"1891"} | ret=SUCCESS |  
2026-08-18 18:59:42,479 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=DELETE_KEY {"volume":"s3v","bucket":"obs-bucket","key":"test/vectored_file.txt","dataSize":"131072","replicationConfig":"RATIS/THREE","Transaction":"1892"} | ret=SUCCESS |  
2026-08-18 18:59:42,547 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=DELETE_KEY {"volume":"s3v","bucket":"obs-bucket","key":"test/","dataSize":"0","replicationConfig":"RATIS/THREE","Transaction":"1893"} | ret=SUCCESS |  
2026-08-18 18:59:42,553 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=ALLOCATE_KEY {"volume":"s3v","bucket":"obs-bucket","key":"test/","dataSize":"0","replicationType":"NONE","Transaction":"1894"} | ret=SUCCESS |  
2026-08-18 18:59:42,580 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"s3v","bucket":"obs-bucket","key":"test/","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","ETag":"d41d8cd98f00b204e9800998ecf8427e","Transaction":"1895"} | ret=SUCCESS |  
2026-08-18 18:59:42,607 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=ALLOCATE_KEY {"volume":"s3v","bucket":"obs-bucket","key":"test/vectored_file.txt","dataSize":"131072","replicationType":"NONE","Transaction":"1896"} | ret=SUCCESS |  
2026-08-18 18:59:42,711 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"s3v","bucket":"obs-bucket","key":"test/vectored_file.txt","dataSize":"131072","replicationType":"RATIS","replicationFactor":"THREE","ETag":"77910e2577fdd34ab9761d28b75adb5a","Transaction":"1897"} | ret=SUCCESS |  
2026-08-18 18:59:42,723 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=DELETE_KEY {"volume":"s3v","bucket":"obs-bucket","key":"test/vectored_file.txt","dataSize":"131072","replicationConfig":"RATIS/THREE","Transaction":"1898"} | ret=SUCCESS |  
2026-08-18 18:59:42,830 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=DELETE_KEY {"volume":"s3v","bucket":"obs-bucket","key":"test/","dataSize":"0","replicationConfig":"RATIS/THREE","Transaction":"1899"} | ret=SUCCESS |  
2026-08-18 18:59:42,837 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=ALLOCATE_KEY {"volume":"s3v","bucket":"obs-bucket","key":"test/","dataSize":"0","replicationType":"NONE","Transaction":"1900"} | ret=SUCCESS |  
2026-08-18 18:59:42,864 | INFO  | OMAudit | user=testuser/s3g@EXAMPLE.COM | ip=172.25.0.120 | op=COMMIT_KEY {"volume":"s3v","bucket":"obs-bucket","key":"test/","dataSize":"0","replicationType":"RATIS","replicationFactor":"THREE","ETag":"d41d8cd98f00b204e9800998ecf8427e","Transaction":"1901"} | ret=SUCCESS |  
